Project,cas_number,Link,nGenes,Chemical_ID,concentration,concentration_unit,Condition,project_name
HepG2,2164-17-2,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=2164-17-2&stat=gene_expression,43,1853.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,2164-17-2,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=2164-17-2&stat=gene_expression,56,1853.0,20.0,uM,WT,Human Hepg2 cell lines
HepG2,2164-17-2,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=2164-17-2&stat=gene_expression,29,1853.0,5.0,uM,WT,Human Hepg2 cell lines
HepG2,23031-36-9,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=23031-36-9&stat=gene_expression,53,2691.0,0.625,uM,WT,Human Hepg2 cell lines
HepG2,23031-36-9,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=23031-36-9&stat=gene_expression,67,2691.0,1.25,uM,WT,Human Hepg2 cell lines
HepG2,23031-36-9,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=23031-36-9&stat=gene_expression,87,2691.0,10.0,uM,WT,Human Hepg2 cell lines
HepG2,23031-36-9,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=23031-36-9&stat=gene_expression,50,2691.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,23031-36-9,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=23031-36-9&stat=gene_expression,66,2691.0,20.0,uM,WT,Human Hepg2 cell lines
HepG2,23031-36-9,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=23031-36-9&stat=gene_expression,60,2691.0,5.0,uM,WT,Human Hepg2 cell lines
HepG2,23135-22-0,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=23135-22-0&stat=gene_expression,52,2496.0,0.625,uM,WT,Human Hepg2 cell lines
HepG2,23135-22-0,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=23135-22-0&stat=gene_expression,74,2496.0,1.25,uM,WT,Human Hepg2 cell lines
HepG2,23135-22-0,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=23135-22-0&stat=gene_expression,43,2496.0,10.0,uM,WT,Human Hepg2 cell lines
HepG2,23135-22-0,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=23135-22-0&stat=gene_expression,59,2496.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,23135-22-0,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=23135-22-0&stat=gene_expression,40,2496.0,20.0,uM,WT,Human Hepg2 cell lines
HepG2,23135-22-0,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=23135-22-0&stat=gene_expression,51,2496.0,5.0,uM,WT,Human Hepg2 cell lines
HepG2,23593-75-1,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=23593-75-1&stat=gene_expression,49,1391.0,0.625,uM,WT,Human Hepg2 cell lines
HepG2,23593-75-1,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=23593-75-1&stat=gene_expression,39,1391.0,1.25,uM,WT,Human Hepg2 cell lines
HepG2,23593-75-1,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=23593-75-1&stat=gene_expression,116,1391.0,10.0,uM,WT,Human Hepg2 cell lines
HepG2,23593-75-1,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=23593-75-1&stat=gene_expression,47,1391.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,23593-75-1,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=23593-75-1&stat=gene_expression,292,1391.0,20.0,uM,WT,Human Hepg2 cell lines
HepG2,23593-75-1,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=23593-75-1&stat=gene_expression,45,1391.0,5.0,uM,WT,Human Hepg2 cell lines
HepG2,2465-27-2,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=2465-27-2&stat=gene_expression,59,1114.0,1.25,uM,WT,Human Hepg2 cell lines
HepG2,2465-27-2,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=2465-27-2&stat=gene_expression,180,1114.0,10.0,uM,WT,Human Hepg2 cell lines
HepG2,2465-27-2,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=2465-27-2&stat=gene_expression,85,1114.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,2465-27-2,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=2465-27-2&stat=gene_expression,223,1114.0,20.0,uM,WT,Human Hepg2 cell lines
HepG2,2465-27-2,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=2465-27-2&stat=gene_expression,514,1114.0,40.0,uM,WT,Human Hepg2 cell lines
HepG2,2465-27-2,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=2465-27-2&stat=gene_expression,158,1114.0,5.0,uM,WT,Human Hepg2 cell lines
HepG2,25265-71-8,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=25265-71-8&stat=gene_expression,51,1694.0,1.25,uM,WT,Human Hepg2 cell lines
HepG2,25265-71-8,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=25265-71-8&stat=gene_expression,20,1694.0,10.0,uM,WT,Human Hepg2 cell lines
HepG2,25265-71-8,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=25265-71-8&stat=gene_expression,41,1694.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,25265-71-8,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=25265-71-8&stat=gene_expression,53,1694.0,20.0,uM,WT,Human Hepg2 cell lines
HepG2,25265-71-8,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=25265-71-8&stat=gene_expression,97,1694.0,40.0,uM,WT,Human Hepg2 cell lines
HepG2,25265-71-8,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=25265-71-8&stat=gene_expression,56,1694.0,5.0,uM,WT,Human Hepg2 cell lines
HepG2,262-12-4,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=262-12-4&stat=gene_expression,46,10701.0,1.25,uM,WT,Human Hepg2 cell lines
HepG2,262-12-4,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=262-12-4&stat=gene_expression,35,10701.0,10.0,uM,WT,Human Hepg2 cell lines
HepG2,262-12-4,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=262-12-4&stat=gene_expression,28,10701.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,262-12-4,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=262-12-4&stat=gene_expression,44,10701.0,20.0,uM,WT,Human Hepg2 cell lines
HepG2,262-12-4,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=262-12-4&stat=gene_expression,45,10701.0,40.0,uM,WT,Human Hepg2 cell lines
HepG2,262-12-4,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=262-12-4&stat=gene_expression,56,10701.0,5.0,uM,WT,Human Hepg2 cell lines
HepG2,2783-94-0,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=2783-94-0&stat=gene_expression,38,1809.0,1.25,uM,WT,Human Hepg2 cell lines
HepG2,2783-94-0,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=2783-94-0&stat=gene_expression,51,1809.0,10.0,uM,WT,Human Hepg2 cell lines
HepG2,2783-94-0,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=2783-94-0&stat=gene_expression,42,1809.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,2783-94-0,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=2783-94-0&stat=gene_expression,61,1809.0,20.0,uM,WT,Human Hepg2 cell lines
HepG2,2783-94-0,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=2783-94-0&stat=gene_expression,50,1809.0,40.0,uM,WT,Human Hepg2 cell lines
HepG2,2783-94-0,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=2783-94-0&stat=gene_expression,51,1809.0,5.0,uM,WT,Human Hepg2 cell lines
HepG2,298-00-0,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=298-00-0&stat=gene_expression,68,2154.0,1.25,uM,WT,Human Hepg2 cell lines
HepG2,298-00-0,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=298-00-0&stat=gene_expression,48,2154.0,10.0,uM,WT,Human Hepg2 cell lines
HepG2,298-00-0,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=298-00-0&stat=gene_expression,41,2154.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,298-00-0,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=298-00-0&stat=gene_expression,55,2154.0,20.0,uM,WT,Human Hepg2 cell lines
HepG2,298-00-0,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=298-00-0&stat=gene_expression,35,2154.0,40.0,uM,WT,Human Hepg2 cell lines
HepG2,298-00-0,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=298-00-0&stat=gene_expression,39,2154.0,5.0,uM,WT,Human Hepg2 cell lines
HepG2,302-79-4,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=302-79-4&stat=gene_expression,80,2778.0,1.25,uM,WT,Human Hepg2 cell lines
HepG2,302-79-4,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=302-79-4&stat=gene_expression,123,2778.0,10.0,uM,WT,Human Hepg2 cell lines
HepG2,302-79-4,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=302-79-4&stat=gene_expression,93,2778.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,302-79-4,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=302-79-4&stat=gene_expression,91,2778.0,20.0,uM,WT,Human Hepg2 cell lines
HepG2,302-79-4,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=302-79-4&stat=gene_expression,181,2778.0,40.0,uM,WT,Human Hepg2 cell lines
HepG2,302-79-4,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=302-79-4&stat=gene_expression,118,2778.0,5.0,uM,WT,Human Hepg2 cell lines
HepG2,319-84-6,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=319-84-6&stat=gene_expression,28,10041.0,1.25,uM,WT,Human Hepg2 cell lines
HepG2,319-84-6,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=319-84-6&stat=gene_expression,74,10041.0,10.0,uM,WT,Human Hepg2 cell lines
HepG2,319-84-6,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=319-84-6&stat=gene_expression,52,10041.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,319-84-6,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=319-84-6&stat=gene_expression,90,10041.0,20.0,uM,WT,Human Hepg2 cell lines
HepG2,319-84-6,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=319-84-6&stat=gene_expression,71,10041.0,5.0,uM,WT,Human Hepg2 cell lines
HepG2,333-41-5,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=333-41-5&stat=gene_expression,59,1608.0,0.625,uM,WT,Human Hepg2 cell lines
HepG2,333-41-5,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=333-41-5&stat=gene_expression,57,1608.0,1.25,uM,WT,Human Hepg2 cell lines
HepG2,333-41-5,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=333-41-5&stat=gene_expression,54,1608.0,10.0,uM,WT,Human Hepg2 cell lines
HepG2,333-41-5,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=333-41-5&stat=gene_expression,46,1608.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,333-41-5,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=333-41-5&stat=gene_expression,67,1608.0,20.0,uM,WT,Human Hepg2 cell lines
HepG2,333-41-5,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=333-41-5&stat=gene_expression,34,1608.0,5.0,uM,WT,Human Hepg2 cell lines
HepG2,3380-34-5,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=3380-34-5&stat=gene_expression,80,3112.0,1.25,uM,WT,Human Hepg2 cell lines
HepG2,3380-34-5,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=3380-34-5&stat=gene_expression,82,3112.0,10.0,uM,WT,Human Hepg2 cell lines
HepG2,3380-34-5,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=3380-34-5&stat=gene_expression,86,3112.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,3380-34-5,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=3380-34-5&stat=gene_expression,371,3112.0,20.0,uM,WT,Human Hepg2 cell lines
HepG2,3380-34-5,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=3380-34-5&stat=gene_expression,1188,3112.0,40.0,uM,WT,Human Hepg2 cell lines
HepG2,3380-34-5,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=3380-34-5&stat=gene_expression,66,3112.0,5.0,uM,WT,Human Hepg2 cell lines
HepG2,3844-45-9,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=3844-45-9&stat=gene_expression,51,1807.0,0.625,uM,WT,Human Hepg2 cell lines
HepG2,3844-45-9,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=3844-45-9&stat=gene_expression,43,1807.0,1.25,uM,WT,Human Hepg2 cell lines
HepG2,3844-45-9,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=3844-45-9&stat=gene_expression,60,1807.0,10.0,uM,WT,Human Hepg2 cell lines
HepG2,3844-45-9,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=3844-45-9&stat=gene_expression,47,1807.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,3844-45-9,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=3844-45-9&stat=gene_expression,53,1807.0,20.0,uM,WT,Human Hepg2 cell lines
HepG2,3844-45-9,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=3844-45-9&stat=gene_expression,50,1807.0,5.0,uM,WT,Human Hepg2 cell lines
HepG2,41372-08-1,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=41372-08-1&stat=gene_expression,48,2156.0,1.25,uM,WT,Human Hepg2 cell lines
HepG2,41372-08-1,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=41372-08-1&stat=gene_expression,49,2156.0,10.0,uM,WT,Human Hepg2 cell lines
HepG2,41372-08-1,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=41372-08-1&stat=gene_expression,37,2156.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,41372-08-1,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=41372-08-1&stat=gene_expression,61,2156.0,20.0,uM,WT,Human Hepg2 cell lines
HepG2,41372-08-1,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=41372-08-1&stat=gene_expression,968,2156.0,40.0,uM,WT,Human Hepg2 cell lines
HepG2,41372-08-1,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=41372-08-1&stat=gene_expression,55,2156.0,5.0,uM,WT,Human Hepg2 cell lines
HepG2,4376-20-9,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=4376-20-9&stat=gene_expression,125,2185.0,1.25,uM,WT,Human Hepg2 cell lines
HepG2,4376-20-9,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=4376-20-9&stat=gene_expression,59,2185.0,10.0,uM,WT,Human Hepg2 cell lines
HepG2,4376-20-9,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=4376-20-9&stat=gene_expression,46,2185.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,4376-20-9,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=4376-20-9&stat=gene_expression,49,2185.0,20.0,uM,WT,Human Hepg2 cell lines
HepG2,4376-20-9,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=4376-20-9&stat=gene_expression,100,2185.0,40.0,uM,WT,Human Hepg2 cell lines
HepG2,4376-20-9,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=4376-20-9&stat=gene_expression,62,2185.0,5.0,uM,WT,Human Hepg2 cell lines
HepG2,50-29-3,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-29-3&stat=gene_expression,50,1629.0,1.25,uM,WT,Human Hepg2 cell lines
HepG2,50-29-3,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-29-3&stat=gene_expression,64,1629.0,10.0,uM,WT,Human Hepg2 cell lines
HepG2,50-29-3,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-29-3&stat=gene_expression,38,1629.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,50-29-3,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-29-3&stat=gene_expression,113,1629.0,20.0,uM,WT,Human Hepg2 cell lines
HepG2,50-29-3,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-29-3&stat=gene_expression,98,1629.0,40.0,uM,WT,Human Hepg2 cell lines
HepG2,50-29-3,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-29-3&stat=gene_expression,91,1629.0,5.0,uM,WT,Human Hepg2 cell lines
HepG2,50-32-8,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-32-8&stat=gene_expression,184,1174.0,0.625,uM,WT,Human Hepg2 cell lines
HepG2,50-32-8,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-32-8&stat=gene_expression,492,1174.0,1.25,uM,WT,Human Hepg2 cell lines
HepG2,50-32-8,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-32-8&stat=gene_expression,1496,1174.0,10.0,uM,WT,Human Hepg2 cell lines
HepG2,50-32-8,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-32-8&stat=gene_expression,1105,1174.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,50-32-8,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-32-8&stat=gene_expression,1374,1174.0,20.0,uM,WT,Human Hepg2 cell lines
HepG2,50-32-8,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-32-8&stat=gene_expression,1476,1174.0,5.0,uM,WT,Human Hepg2 cell lines
HepG2,50-78-2,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-78-2&stat=gene_expression,117,961.0,1.25,uM,WT,Human Hepg2 cell lines
HepG2,50-78-2,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-78-2&stat=gene_expression,1046,961.0,10.0,uM,WT,Human Hepg2 cell lines
HepG2,50-78-2,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-78-2&stat=gene_expression,40,961.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,50-78-2,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-78-2&stat=gene_expression,65,961.0,20.0,uM,WT,Human Hepg2 cell lines
HepG2,50-78-2,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-78-2&stat=gene_expression,44,961.0,40.0,uM,WT,Human Hepg2 cell lines
HepG2,50-78-2,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-78-2&stat=gene_expression,55,961.0,5.0,uM,WT,Human Hepg2 cell lines
HepG2,50-81-7,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-81-7&stat=gene_expression,79,2067.0,1.25,uM,WT,Human Hepg2 cell lines
HepG2,50-81-7,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-81-7&stat=gene_expression,523,2067.0,10.0,uM,WT,Human Hepg2 cell lines
HepG2,50-81-7,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-81-7&stat=gene_expression,44,2067.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,50-81-7,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-81-7&stat=gene_expression,62,2067.0,20.0,uM,WT,Human Hepg2 cell lines
HepG2,50-81-7,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-81-7&stat=gene_expression,71,2067.0,40.0,uM,WT,Human Hepg2 cell lines
HepG2,50-81-7,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50-81-7&stat=gene_expression,75,2067.0,5.0,uM,WT,Human Hepg2 cell lines
HepG2,50892-23-4,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50892-23-4&stat=gene_expression,48,2661.0,1.25,uM,WT,Human Hepg2 cell lines
HepG2,50892-23-4,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50892-23-4&stat=gene_expression,53,2661.0,10.0,uM,WT,Human Hepg2 cell lines
HepG2,50892-23-4,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50892-23-4&stat=gene_expression,44,2661.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,50892-23-4,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50892-23-4&stat=gene_expression,98,2661.0,20.0,uM,WT,Human Hepg2 cell lines
HepG2,50892-23-4,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50892-23-4&stat=gene_expression,41,2661.0,40.0,uM,WT,Human Hepg2 cell lines
HepG2,50892-23-4,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=50892-23-4&stat=gene_expression,47,2661.0,5.0,uM,WT,Human Hepg2 cell lines
HepG2,51-03-6,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=51-03-6&stat=gene_expression,47,2657.0,1.25,uM,WT,Human Hepg2 cell lines
HepG2,51-03-6,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=51-03-6&stat=gene_expression,43,2657.0,10.0,uM,WT,Human Hepg2 cell lines
HepG2,51-03-6,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=51-03-6&stat=gene_expression,34,2657.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,51-03-6,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=51-03-6&stat=gene_expression,40,2657.0,20.0,uM,WT,Human Hepg2 cell lines
HepG2,51-03-6,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=51-03-6&stat=gene_expression,46,2657.0,40.0,uM,WT,Human Hepg2 cell lines
HepG2,51-03-6,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=51-03-6&stat=gene_expression,51,2657.0,5.0,uM,WT,Human Hepg2 cell lines
HepG2,52-01-7,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=52-01-7&stat=gene_expression,56,2896.0,0.625,uM,WT,Human Hepg2 cell lines
HepG2,52-01-7,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=52-01-7&stat=gene_expression,60,2896.0,1.25,uM,WT,Human Hepg2 cell lines
HepG2,52-01-7,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=52-01-7&stat=gene_expression,71,2896.0,10.0,uM,WT,Human Hepg2 cell lines
HepG2,52-01-7,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=52-01-7&stat=gene_expression,33,2896.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,52-01-7,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=52-01-7&stat=gene_expression,112,2896.0,20.0,uM,WT,Human Hepg2 cell lines
HepG2,52-01-7,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=52-01-7&stat=gene_expression,82,2896.0,5.0,uM,WT,Human Hepg2 cell lines
HepG2,52918-63-5,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=52918-63-5&stat=gene_expression,47,1595.0,0.625,uM,WT,Human Hepg2 cell lines
HepG2,52918-63-5,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=52918-63-5&stat=gene_expression,68,1595.0,1.25,uM,WT,Human Hepg2 cell lines
HepG2,52918-63-5,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=52918-63-5&stat=gene_expression,48,1595.0,10.0,uM,WT,Human Hepg2 cell lines
HepG2,52918-63-5,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=52918-63-5&stat=gene_expression,66,1595.0,2.5,uM,WT,Human Hepg2 cell lines
HepG2,52918-63-5,https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=52918-63-5&stat=gene_expression,56,1595.0,20.0,uM,WT,Human Hepg2 cell lines
