sample_number,sample_name,project_name,project_link,date_sample_start,date_sample_finish,sample_matrix,technology,parent_sample_number,child_sample_number,zf_sample_number,cas_number,location_lat,location_lon,location_name,location_alt_desc,instrument_value,instrument_value_qualifier,instrument_value_unit,instrument_moles,instrument_moles_qualifier,instrument_moles_unit,environmental_value,environmental_value_qualifier,environmental_value_unit,environmental_moles,environmental_moles_qualifier,environmental_moles_unit
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,90-12-0,,,,,20.303528,B,pg/uL,142.751832,B,pmol/uL,4.2476,B,ng/g wristband,29.8644,B,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,832-69-9,,,,,71.80516,,pg/uL,372.962368,,pmol/uL,15.022,,ng/g wristband,78.0256,,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,2381-21-7,,,,,0.639086,U,pg/uL,3.104132,U,pmol/uL,0.1337,U,ng/g wristband,0.6494,U,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,613-06-9,,,,,0.352764,U,pg/uL,1.881408,U,pmol/uL,0.0738,U,ng/g wristband,0.3936,U,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,59919-41-4,,,,,0.474176,U,pg/uL,2.51906,U,pmol/uL,0.0992,U,ng/g wristband,0.527,U,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,581-42-0,,,,,0.44693,U,pg/uL,2.8919,U,pmol/uL,0.0935,U,ng/g wristband,0.605,U,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,939-27-5,,,,,1.58935,U,pg/uL,10.038,U,pmol/uL,0.3325,U,ng/g wristband,2.1,U,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,613-12-7,,,,,0.589374,U,pg/uL,3.077842,U,pmol/uL,0.1233,U,ng/g wristband,0.6439,U,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,91-57-6,,,,,36.78688,B,pg/uL,258.92304,B,pmol/uL,7.696,B,ng/g wristband,54.168,B,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,2531-84-2,,,,,136.5168,,pg/uL,710.72864,,pmol/uL,28.56,,ng/g wristband,148.688,,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,1576-67-6,,,,,0.313568,U,pg/uL,1.528644,U,pmol/uL,0.0656,U,ng/g wristband,0.3198,U,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,3697-24-3,,,,,0.795392,U,pg/uL,3.305848,U,pmol/uL,0.1664,U,ng/g wristband,0.6916,U,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,1705-85-7,,,,,0.828852,U,pg/uL,3.461676,U,pmol/uL,0.1734,U,ng/g wristband,0.7242,U,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,57-97-6,,,,,0.851796,U,pg/uL,3.359862,U,pmol/uL,0.1782,U,ng/g wristband,0.7029,U,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,781-43-1,,,,,1.047776,U,pg/uL,5.23888,U,pmol/uL,0.2192,U,ng/g wristband,1.096,U,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,779-02-2,,,,,0.625702,U,pg/uL,3.238928,U,pmol/uL,0.1309,U,ng/g wristband,0.6776,U,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,83-32-9,,,,,0.612318,U,pg/uL,3.907172,U,pmol/uL,0.1281,U,ng/g wristband,0.8174,U,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,208-96-8,,,,,2.66724,U,pg/uL,17.544512,U,pmol/uL,0.558,U,ng/g wristband,3.6704,U,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,191-26-4,,,,,0.484692,U,pg/uL,1.857986,U,pmol/uL,0.1014,U,ng/g wristband,0.3887,U,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,120-12-7,,,,,1.36708,U,pg/uL,7.792356,U,pmol/uL,0.286,U,ng/g wristband,1.6302,U,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,56-55-3,,,,,168.04568,,pg/uL,735.716568,,pmol/uL,35.156,,ng/g wristband,153.9156,,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,202-33-5 & 199-54-2,,,,,2.52384,U,pg/uL,10.09536,U,pmol/uL,0.528,U,ng/g wristband,2.112,U,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,213-46-7,,,,,1.030568,U,pg/uL,3.754212,U,pmol/uL,0.2156,U,ng/g wristband,0.7854,U,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,238-84-6,,,,,1.621376,U,pg/uL,7.549532,U,pmol/uL,0.3392,U,ng/g wristband,1.5794,U,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,50-32-8,,,,,72.7038,,pg/uL,287.64606,,pmol/uL,15.21,,ng/g wristband,60.177,,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,205-99-2,,,,,242.11656,,pg/uL,958.602232,,pmol/uL,50.652,,ng/g wristband,200.5444,,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,243-17-4,,,,,2.432064,U,pg/uL,11.324298,U,pmol/uL,0.5088,U,ng/g wristband,2.3691,U,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,197-70-6,,,,,0.978944,U,pg/uL,3.273344,U,pmol/uL,0.2048,U,ng/g wristband,0.6848,U,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,205-12-9,,,,,0.504768,U,pg/uL,2.271456,U,pmol/uL,0.1056,U,ng/g wristband,0.4752,U,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,192-97-2,,,,,163.9062,,pg/uL,648.97821,,pmol/uL,34.29,,ng/g wristband,135.7695,,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,191-24-2,,,,,100.68114,,pg/uL,363.987918,,pmol/uL,21.063,,ng/g wristband,76.1481,,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,205-82-3,,,,,60.2758,,pg/uL,239.02151,,pmol/uL,12.61,,ng/g wristband,50.0045,,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,207-08-9,,,,,105.37988,,pg/uL,417.890544,,pmol/uL,22.046,,ng/g wristband,87.4248,,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,218-01-9,,,,,391.87396,,pg/uL,1718.855018,,pmol/uL,81.982,,ng/g wristband,359.5931,,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,191-07-1,,,,,0.56882,U,pg/uL,1.82835,U,pmol/uL,0.119,U,ng/g wristband,0.3825,U,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,27208-37-3,,,,,0.87952,U,pg/uL,3.95784,U,pmol/uL,0.184,U,ng/g wristband,0.828,U,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,5385-75-1,,,,,0.610884,U,pg/uL,2.03628,U,pmol/uL,0.1278,U,ng/g wristband,0.426,U,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,192-65-4,,,,,10.313328,U,pg/uL,34.266864,U,pmol/uL,2.1576,U,ng/g wristband,7.1688,U,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,53-70-3,,,,,1.3384,U,pg/uL,4.75132,U,pmol/uL,0.28,U,ng/g wristband,0.994,U,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,189-64-0,,,,,0.82694,U,pg/uL,2.728902,U,pmol/uL,0.173,U,ng/g wristband,0.5709,U,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,189-55-9,,,,,1.9359,U,pg/uL,6.5247,U,pmol/uL,0.405,U,ng/g wristband,1.365,U,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,191-30-0,,,,,0.79587,U,pg/uL,2.74133,U,pmol/uL,0.1665,U,ng/g wristband,0.5735,U,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,192-51-8,,,,,2.707392,U,pg/uL,9.052842,U,pmol/uL,0.5664,U,ng/g wristband,1.8939,U,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,132-65-0,,,,,56.770626,,pg/uL,308.34585,,pmol/uL,11.8767,,ng/g wristband,64.5075,,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,206-44-0,,,,,761.8842,,pg/uL,3771.705366,,pmol/uL,159.39,,ng/g wristband,789.0597,,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,86-73-7,,,,,0.62379,U,pg/uL,3.825912,U,pmol/uL,0.1305,U,ng/g wristband,0.8004,U,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,193-39-5,,,,,166.22928,,pg/uL,600.754224,,pmol/uL,34.776,,ng/g wristband,125.6808,,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,91-20-3,,,,,22.06926,B,pg/uL,172.140228,B,pmol/uL,4.617,B,ng/g wristband,36.0126,B,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,111189-32-3,,,,,1.101312,U,pg/uL,3.682512,U,pmol/uL,0.2304,U,ng/g wristband,0.7704,U,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,196-42-9,,,,,2.416768,U,pg/uL,8.081068,U,pmol/uL,0.5056,U,ng/g wristband,1.6906,U,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,206-06-4,,,,,2.539136,U,pg/uL,8.490236,U,pmol/uL,0.5312,U,ng/g wristband,1.7762,U,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,193-09-9,,,,,2.386176,U,pg/uL,7.978776,U,pmol/uL,0.4992,U,ng/g wristband,1.6692,U,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,205-83-4 & 238-04-0,,,,,1.009536,U,pg/uL,3.375636,U,pmol/uL,0.2112,U,ng/g wristband,0.7062,U,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,207-18-1,,,,,2.080256,U,pg/uL,6.955856,U,pmol/uL,0.4352,U,ng/g wristband,1.4552,U,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,77392-71-3 & 198-55-0,,,,,0.49951,U,pg/uL,2.02433,U,pmol/uL,0.1045,U,ng/g wristband,0.4235,U,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,85-01-8,,,,,722.736,,pg/uL,4072.21584,,pmol/uL,151.2,,ng/g wristband,851.928,,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,129-00-0,,,,,447.8382,,pg/uL,2216.08926,,pmol/uL,93.69,,ng/g wristband,463.617,,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,483-65-8,,,,,1.407232,U,pg/uL,6.068688,U,pmol/uL,0.2944,U,ng/g wristband,1.2696,U,pmol/g wristband
M2310020,Mock Wristband 20,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-10 10:41:00,2023-04-17 10:41:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,217-59-4,,,,,62.63712,,pg/uL,274.90736,,pmol/uL,13.104,,ng/g wristband,57.512,,pmol/g wristband
M2310021,Mock Wristband 21,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-05 16:25:00,2023-04-12 16:25:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,573-98-8,,,,,0.851796,U,pg/uL,5.489352,U,pmol/uL,0.1782,U,ng/g wristband,1.1484,U,pmol/g wristband
M2310021,Mock Wristband 21,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-05 16:25:00,2023-04-12 16:25:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,571-58-4,,,,,17.084676,,pg/uL,109.246422,,pmol/uL,3.5742,,ng/g wristband,22.8549,,pmol/g wristband
M2310021,Mock Wristband 21,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-05 16:25:00,2023-04-12 16:25:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,571-61-9,,,,,21.07024,,pg/uL,134.73864,,pmol/uL,4.408,,ng/g wristband,28.188,,pmol/g wristband
M2310021,Mock Wristband 21,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-05 16:25:00,2023-04-12 16:25:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,575-43-9 & 575-41-7,,,,,198.5373,,pg/uL,1271.01156,,pmol/uL,41.535,,ng/g wristband,265.902,,pmol/g wristband
M2310021,Mock Wristband 21,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-05 16:25:00,2023-04-12 16:25:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,569-41-5,,,,,1.162496,U,pg/uL,7.483568,U,pmol/uL,0.2432,U,ng/g wristband,1.5656,U,pmol/g wristband
M2310021,Mock Wristband 21,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-05 16:25:00,2023-04-12 16:25:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,90-12-0,,,,,110.74304,B,pg/uL,778.056374,B,pmol/uL,23.168,B,ng/g wristband,162.7733,B,pmol/g wristband
M2310021,Mock Wristband 21,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-05 16:25:00,2023-04-12 16:25:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,832-69-9,,,,,35.654976,,pg/uL,185.542392,,pmol/uL,7.4592,,ng/g wristband,38.8164,,pmol/g wristband
M2310021,Mock Wristband 21,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-05 16:25:00,2023-04-12 16:25:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,2381-21-7,,,,,0.41825,U,pg/uL,2.0315,U,pmol/uL,0.0875,U,ng/g wristband,0.425,U,pmol/g wristband
M2310021,Mock Wristband 21,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-05 16:25:00,2023-04-12 16:25:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,613-06-9,,,,,0.524844,U,pg/uL,2.799168,U,pmol/uL,0.1098,U,ng/g wristband,0.5856,U,pmol/g wristband
M2310021,Mock Wristband 21,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-05 16:25:00,2023-04-12 16:25:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,59919-41-4,,,,,1.422528,U,pg/uL,7.55718,U,pmol/uL,0.2976,U,ng/g wristband,1.581,U,pmol/g wristband
M2310021,Mock Wristband 21,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-05 16:25:00,2023-04-12 16:25:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,581-42-0,,,,,72.78984,,pg/uL,465.119334,,pmol/uL,15.228,,ng/g wristband,97.3053,,pmol/g wristband
M2310021,Mock Wristband 21,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-05 16:25:00,2023-04-12 16:25:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,939-27-5,,,,,18.214668,,pg/uL,116.615748,,pmol/uL,3.8106,,ng/g wristband,24.3966,,pmol/g wristband
M2310021,Mock Wristband 21,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-05 16:25:00,2023-04-12 16:25:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,613-12-7,,,,,0.55926,U,pg/uL,2.92058,U,pmol/uL,0.117,U,ng/g wristband,0.611,U,pmol/g wristband
M2310021,Mock Wristband 21,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-05 16:25:00,2023-04-12 16:25:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,91-57-6,,,,,158.84418,B,pg/uL,1118.141424,B,pmol/uL,33.231,B,ng/g wristband,233.9208,B,pmol/g wristband
M2310021,Mock Wristband 21,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-05 16:25:00,2023-04-12 16:25:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,2531-84-2,,,,,54.37728,,pg/uL,282.27095,,pmol/uL,11.376,,ng/g wristband,59.0525,,pmol/g wristband
M2310021,Mock Wristband 21,Mock Wristband Data Study,https://fses.oregonstate.edu/project/fake-wristband-study,2023-04-05 16:25:00,2023-04-12 16:25:00,Wristband,GC-QQQ - 63 PAHs - Mass (ng/g) 2020,,,,1576-67-6,,,,,0.32504,U,pg/uL,1.58457,U,pmol/uL,0.068,U,ng/g wristband,0.3315,U,pmol/g wristband
