SampleNumber,date_sampled,sample_matrix,technology,Sample_ID,zf_lims_id,cas_number,ClientName,SampleName,LocationLat,LocationLon,LocationName,LocationAlternateDescription,AlternateName,Chemical_ID,measurement_value,measurement_value_qualifier,measurement_value_unit,measurement_value_molar,measurement_value_molar_unit,environment_concentration,environment_concentration_qualifier,environment_concentration_unit,environment_concentration_molar,environment_concentration_molar_unit,parentSampleNumber,childSampleNumber,projectName,date_sample_start,projectLink
A090007,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090008,207-08-9,NULL,RM3.5W-LFT-W-S,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,0,124,NULL,pg/uL,491.46,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090007,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090008,208-96-8,NULL,RM3.5W-LFT-W-S,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,0,39,NULL,pg/uL,256.255,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090007,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090008,218-01-9,NULL,RM3.5W-LFT-W-S,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,0,2020,NULL,pg/uL,8848.48,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090007,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090008,2381-21-7,NULL,RM3.5W-LFT-W-S,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,0,361,NULL,pg/uL,1669.15,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090007,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090008,2531-84-2,NULL,RM3.5W-LFT-W-S,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,0,729,NULL,pg/uL,3791.82,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090007,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090008,483-65-8,NULL,RM3.5W-LFT-W-S,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,0,2280,NULL,pg/uL,9729.64,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090007,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090008,50-32-8,NULL,RM3.5W-LFT-W-S,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,0,178,NULL,pg/uL,705.483,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090007,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090008,53-70-3,NULL,RM3.5W-LFT-W-S,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,0,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090007,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090008,56-55-3,NULL,RM3.5W-LFT-W-S,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,0,1440,NULL,pg/uL,6307.82,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090007,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090008,573-98-8,NULL,RM3.5W-LFT-W-S,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,0,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090007,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090008,575-43-9,NULL,RM3.5W-LFT-W-S,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,0,57,NULL,pg/uL,364.861,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090007,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090008,613-06-9,NULL,RM3.5W-LFT-W-S,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,0,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090007,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090008,613-12-7,NULL,RM3.5W-LFT-W-S,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,0,272,NULL,pg/uL,1414.78,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090007,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090008,779-02-2,NULL,RM3.5W-LFT-W-S,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,0,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090007,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090008,781-43-1,NULL,RM3.5W-LFT-W-S,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,0,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090007,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090008,832-69-9,NULL,RM3.5W-LFT-W-S,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,0,554,NULL,pg/uL,2881.58,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090007,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090008,83-32-9,NULL,RM3.5W-LFT-W-S,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,0,314,NULL,pg/uL,2036.32,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090007,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090008,85-01-8,NULL,RM3.5W-LFT-W-S,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,0,1770,NULL,pg/uL,9931.03,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090007,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090008,86-73-7,NULL,RM3.5W-LFT-W-S,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,0,318,NULL,pg/uL,1913.14,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090007,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090008,90-12-0,NULL,RM3.5W-LFT-W-S,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,0,56,NULL,pg/uL,393.82,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090007,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090008,91-20-3,NULL,RM3.5W-LFT-W-S,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,0,30.5,NULL,pg/uL,237.964,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090007,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090008,91-57-6,NULL,RM3.5W-LFT-W-S,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,0,58.1,NULL,pg/uL,408.588,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090009,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090010,120-12-7,NULL,RM6.5-LFT-W-S,45.57781,-122.75232,St. John's Bridge,NULL,RM 6.5W,0,1430,NULL,pg/uL,8023.38,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090009,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090010,129-00-0,NULL,RM6.5-LFT-W-S,45.57781,-122.75232,St. John's Bridge,NULL,RM 6.5W,0,18900,NULL,pg/uL,93448.4,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090009,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090010,132-65-0,NULL,RM6.5-LFT-W-S,45.57781,-122.75232,St. John's Bridge,NULL,RM 6.5W,0,731,NULL,pg/uL,3967.28,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090009,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090010,1576-67-6,NULL,RM6.5-LFT-W-S,45.57781,-122.75232,St. John's Bridge,NULL,RM 6.5W,0,678,NULL,pg/uL,3286.76,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090009,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090010,1705-85-7,NULL,RM6.5-LFT-W-S,45.57781,-122.75232,St. John's Bridge,NULL,RM 6.5W,0,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090009,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090010,191-24-2,NULL,RM6.5-LFT-W-S,45.57781,-122.75232,St. John's Bridge,NULL,RM 6.5W,0,158,NULL,pg/uL,571.779,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090009,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090010,191-30-0,NULL,RM6.5-LFT-W-S,45.57781,-122.75232,St. John's Bridge,NULL,RM 6.5W,0,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090009,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090010,192-97-2,NULL,RM6.5-LFT-W-S,45.57781,-122.75232,St. John's Bridge,NULL,RM 6.5W,0,559,NULL,pg/uL,2215.62,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090009,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090010,193-39-5,NULL,RM6.5-LFT-W-S,45.57781,-122.75232,St. John's Bridge,NULL,RM 6.5W,0,74.5,NULL,pg/uL,269.604,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090009,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090010,205-99-2,NULL,RM6.5-LFT-W-S,45.57781,-122.75232,St. John's Bridge,NULL,RM 6.5W,0,747,NULL,pg/uL,2960.76,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090009,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090010,206-44-0,NULL,RM6.5-LFT-W-S,45.57781,-122.75232,St. John's Bridge,NULL,RM 6.5W,0,17400,NULL,pg/uL,86031.9,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090009,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090010,207-08-9,NULL,RM6.5-LFT-W-S,45.57781,-122.75232,St. John's Bridge,NULL,RM 6.5W,0,260,NULL,pg/uL,1030.48,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090009,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090010,208-96-8,NULL,RM6.5-LFT-W-S,45.57781,-122.75232,St. John's Bridge,NULL,RM 6.5W,0,77.1,NULL,pg/uL,506.597,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090009,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090010,218-01-9,NULL,RM6.5-LFT-W-S,45.57781,-122.75232,St. John's Bridge,NULL,RM 6.5W,0,3820,NULL,pg/uL,16733.3,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090009,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090010,2381-21-7,NULL,RM6.5-LFT-W-S,45.57781,-122.75232,St. John's Bridge,NULL,RM 6.5W,0,792,NULL,pg/uL,3661.97,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090009,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090010,2531-84-2,NULL,RM6.5-LFT-W-S,45.57781,-122.75232,St. John's Bridge,NULL,RM 6.5W,0,2070,NULL,pg/uL,10766.9,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090009,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090010,483-65-8,NULL,RM6.5-LFT-W-S,45.57781,-122.75232,St. John's Bridge,NULL,RM 6.5W,0,2150,NULL,pg/uL,9174.88,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090009,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090010,50-32-8,NULL,RM6.5-LFT-W-S,45.57781,-122.75232,St. John's Bridge,NULL,RM 6.5W,0,499,NULL,pg/uL,1977.73,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090009,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090010,53-70-3,NULL,RM6.5-LFT-W-S,45.57781,-122.75232,St. John's Bridge,NULL,RM 6.5W,0,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090009,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090010,56-55-3,NULL,RM6.5-LFT-W-S,45.57781,-122.75232,St. John's Bridge,NULL,RM 6.5W,0,3050,NULL,pg/uL,13360.3,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090009,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090010,573-98-8,NULL,RM6.5-LFT-W-S,45.57781,-122.75232,St. John's Bridge,NULL,RM 6.5W,0,75.5,NULL,pg/uL,483.281,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090009,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090010,575-43-9,NULL,RM6.5-LFT-W-S,45.57781,-122.75232,St. John's Bridge,NULL,RM 6.5W,0,187,NULL,pg/uL,1197,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090009,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090010,613-06-9,NULL,RM6.5-LFT-W-S,45.57781,-122.75232,St. John's Bridge,NULL,RM 6.5W,0,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090009,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090010,613-12-7,NULL,RM6.5-LFT-W-S,45.57781,-122.75232,St. John's Bridge,NULL,RM 6.5W,0,626,NULL,pg/uL,3256.08,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090009,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090010,779-02-2,NULL,RM6.5-LFT-W-S,45.57781,-122.75232,St. John's Bridge,NULL,RM 6.5W,0,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090009,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090010,781-43-1,NULL,RM6.5-LFT-W-S,45.57781,-122.75232,St. John's Bridge,NULL,RM 6.5W,0,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090009,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090010,832-69-9,NULL,RM6.5-LFT-W-S,45.57781,-122.75232,St. John's Bridge,NULL,RM 6.5W,0,1190,NULL,pg/uL,6189.67,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090009,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090010,83-32-9,NULL,RM6.5-LFT-W-S,45.57781,-122.75232,St. John's Bridge,NULL,RM 6.5W,0,897,NULL,pg/uL,5817.12,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090009,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090010,85-01-8,NULL,RM6.5-LFT-W-S,45.57781,-122.75232,St. John's Bridge,NULL,RM 6.5W,0,6300,NULL,pg/uL,35347.7,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090009,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090010,86-73-7,NULL,RM6.5-LFT-W-S,45.57781,-122.75232,St. John's Bridge,NULL,RM 6.5W,0,706,NULL,pg/uL,4247.42,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090009,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090010,90-12-0,NULL,RM6.5-LFT-W-S,45.57781,-122.75232,St. John's Bridge,NULL,RM 6.5W,0,128,NULL,pg/uL,900.159,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090009,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090010,91-20-3,NULL,RM6.5-LFT-W-S,45.57781,-122.75232,St. John's Bridge,NULL,RM 6.5W,0,102,NULL,pg/uL,795.815,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090009,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090010,91-57-6,NULL,RM6.5-LFT-W-S,45.57781,-122.75232,St. John's Bridge,NULL,RM 6.5W,0,139,NULL,pg/uL,977.516,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090011,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090012,120-12-7,NULL,RM8W-LFT-W-S,45.57036,-122.74039,RM Eight West,NULL,RM 8W,0,239,NULL,pg/uL,1340.97,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090011,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090012,129-00-0,NULL,RM8W-LFT-W-S,45.57036,-122.74039,RM Eight West,NULL,RM 8W,0,4660,NULL,pg/uL,23040.7,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090011,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090012,132-65-0,NULL,RM8W-LFT-W-S,45.57036,-122.74039,RM Eight West,NULL,RM 8W,0,65.6,NULL,pg/uL,356.024,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090011,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090012,1576-67-6,NULL,RM8W-LFT-W-S,45.57036,-122.74039,RM Eight West,NULL,RM 8W,0,196,NULL,pg/uL,950.154,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090011,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090012,1705-85-7,NULL,RM8W-LFT-W-S,45.57036,-122.74039,RM Eight West,NULL,RM 8W,0,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090011,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090012,191-24-2,NULL,RM8W-LFT-W-S,45.57036,-122.74039,RM Eight West,NULL,RM 8W,0,30.3,NULL,pg/uL,109.651,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090011,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090012,191-30-0,NULL,RM8W-LFT-W-S,45.57036,-122.74039,RM Eight West,NULL,RM 8W,0,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090011,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090012,192-97-2,NULL,RM8W-LFT-W-S,45.57036,-122.74039,RM Eight West,NULL,RM 8W,0,111,NULL,pg/uL,439.952,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090011,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090012,193-39-5,NULL,RM8W-LFT-W-S,45.57036,-122.74039,RM Eight West,NULL,RM 8W,0,15.9,NULL,pg/uL,57.5398,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090011,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090012,205-99-2,NULL,RM8W-LFT-W-S,45.57036,-122.74039,RM Eight West,NULL,RM 8W,0,153,NULL,pg/uL,606.421,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090011,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090012,206-44-0,NULL,RM8W-LFT-W-S,45.57036,-122.74039,RM Eight West,NULL,RM 8W,0,5430,NULL,pg/uL,26847.9,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090011,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090012,207-08-9,NULL,RM8W-LFT-W-S,45.57036,-122.74039,RM Eight West,NULL,RM 8W,0,52,NULL,pg/uL,206.096,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090011,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090012,208-96-8,NULL,RM8W-LFT-W-S,45.57036,-122.74039,RM Eight West,NULL,RM 8W,0,25.1,NULL,pg/uL,164.923,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090011,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090012,218-01-9,NULL,RM8W-LFT-W-S,45.57036,-122.74039,RM Eight West,NULL,RM 8W,0,850,NULL,pg/uL,3723.37,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090011,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090012,2381-21-7,NULL,RM8W-LFT-W-S,45.57036,-122.74039,RM Eight West,NULL,RM 8W,0,143,NULL,pg/uL,661.189,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090011,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090012,2531-84-2,NULL,RM8W-LFT-W-S,45.57036,-122.74039,RM Eight West,NULL,RM 8W,0,440,NULL,pg/uL,2288.62,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090011,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090012,483-65-8,NULL,RM8W-LFT-W-S,45.57036,-122.74039,RM Eight West,NULL,RM 8W,0,1310,NULL,pg/uL,5590.28,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090011,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090012,50-32-8,NULL,RM8W-LFT-W-S,45.57036,-122.74039,RM Eight West,NULL,RM 8W,0,62,NULL,pg/uL,245.73,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090011,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090012,53-70-3,NULL,RM8W-LFT-W-S,45.57036,-122.74039,RM Eight West,NULL,RM 8W,0,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090011,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090012,56-55-3,NULL,RM8W-LFT-W-S,45.57036,-122.74039,RM Eight West,NULL,RM 8W,0,639,NULL,pg/uL,2799.1,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090011,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090012,573-98-8,NULL,RM8W-LFT-W-S,45.57036,-122.74039,RM Eight West,NULL,RM 8W,0,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090011,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090012,575-43-9,NULL,RM8W-LFT-W-S,45.57036,-122.74039,RM Eight West,NULL,RM 8W,0,33.5,NULL,pg/uL,214.436,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090011,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090012,613-06-9,NULL,RM8W-LFT-W-S,45.57036,-122.74039,RM Eight West,NULL,RM 8W,0,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090011,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090012,613-12-7,NULL,RM8W-LFT-W-S,45.57036,-122.74039,RM Eight West,NULL,RM 8W,0,147,NULL,pg/uL,764.606,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090011,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090012,779-02-2,NULL,RM8W-LFT-W-S,45.57036,-122.74039,RM Eight West,NULL,RM 8W,0,23.6,NULL,pg/uL,122.753,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090011,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090012,781-43-1,NULL,RM8W-LFT-W-S,45.57036,-122.74039,RM Eight West,NULL,RM 8W,0,BDL,NULL,pg/uL,BDL,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090011,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090012,832-69-9,NULL,RM8W-LFT-W-S,45.57036,-122.74039,RM Eight West,NULL,RM 8W,0,314,NULL,pg/uL,1633.24,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090011,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090012,83-32-9,NULL,RM8W-LFT-W-S,45.57036,-122.74039,RM Eight West,NULL,RM 8W,0,94.4,NULL,pg/uL,612.192,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090011,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090012,85-01-8,NULL,RM8W-LFT-W-S,45.57036,-122.74039,RM Eight West,NULL,RM 8W,0,1160,NULL,pg/uL,6508.47,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090011,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090012,86-73-7,NULL,RM8W-LFT-W-S,45.57036,-122.74039,RM Eight West,NULL,RM 8W,0,160,NULL,pg/uL,962.588,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
A090011,2009-09-30 00:00:00,PSD-Water,LFT - Spiked,NULL,A090012,90-12-0,NULL,RM8W-LFT-W-S,45.57036,-122.74039,RM Eight West,NULL,RM 8W,0,29.5,NULL,pg/uL,207.459,pmol/mL,NULL,NULL,NULL,NULL,nc:error,NULL,NULL,NA,NA,NA
