"Chemical_ID","Model","BMD10","BMD50","Min_Dose","Max_Dose","AUC_Norm","cas_number","DTXSID","PREFERRED_NAME","INCHIKEY","SMILES","MOLECULAR_FORMULA","AVERAGE_MASS","PUBCHEM_DATA_SOURCES","chem_source","chemical_class","chemDescription","zf.cid","End Point Name","Description","endPointLink","DataQC_Flag"
2752,"None","NULL","NULL","0.0","64.0","0.19407968750000001","124495-18-7",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"Fungicide",NA,"2752","Any effect in 24 hours","Any abnormality or death at 24hrs (aggregation of MO24, DP24, SM24 and NC24)",NA,"Poor"
2752,"None","NULL","NULL","0.0","64.0","0.08725006613756614","124495-18-7",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"Fungicide",NA,"2752","Any effect except mortality","Any morphological abnormality not including mortality (ANY120 minus MO24 and MORT)",NA,"Poor"
2752,"None","NULL","NULL","0.0","64.0","0.1503140625","124495-18-7",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"Fungicide",NA,"2752","Mortality at 24 hours","Death occurred from shortly after chemical dosing to 24 hpf","http://purl.obolibrary.org/obo/UBERON_0000071","Poor"
2770,"None","NULL","NULL","0.0","34.0","0.11204481792717086","50-55-5","DTXSID7021237","Reserpine","QEVHRUUCFGRFIF-MDEJGZGSSA-N","[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2","C33H40N2O9","608.68799999999999","222",NA,"Unclassified","Reserpine is an oral antihypertensive medication that acts through inhibitor of alpha-adrenergic transmission and was one of the first antihypertensive agents introduced into clinical practice. Despite widescale use for many years, reserpine has not been shown to cause clinically apparent liver injury.","2770","Any effect","Any abnormality or death within 5 days (combination of all measurements at 24hr and 5 days)",NA,"Poor"
2770,"None","NULL","NULL","0.0","34.0","0.03673879645441064","50-55-5","DTXSID7021237","Reserpine","QEVHRUUCFGRFIF-MDEJGZGSSA-N","[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2","C33H40N2O9","608.68799999999999","222",NA,"Unclassified","Reserpine is an oral antihypertensive medication that acts through inhibitor of alpha-adrenergic transmission and was one of the first antihypertensive agents introduced into clinical practice. Despite widescale use for many years, reserpine has not been shown to cause clinically apparent liver injury.","2770","Axis","The body axis is visibly curved, either concave or convex at 5 days","http://purl.obolibrary.org/obo/ZP_0005012","Poor"
2770,"None","NULL","NULL","0.0","34.0","0.04551237161531279","50-55-5","DTXSID7021237","Reserpine","QEVHRUUCFGRFIF-MDEJGZGSSA-N","[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2","C33H40N2O9","608.68799999999999","222",NA,"Unclassified","Reserpine is an oral antihypertensive medication that acts through inhibitor of alpha-adrenergic transmission and was one of the first antihypertensive agents introduced into clinical practice. Despite widescale use for many years, reserpine has not been shown to cause clinically apparent liver injury.","2770","Mortality at 24 hours","Death occurred from shortly after chemical dosing to 24 hpf","http://purl.obolibrary.org/obo/UBERON_0000071","Poor"
2770,"None","NULL","NULL","0.0","34.0","0.04775910364145658","50-55-5","DTXSID7021237","Reserpine","QEVHRUUCFGRFIF-MDEJGZGSSA-N","[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2","C33H40N2O9","608.68799999999999","222",NA,"Unclassified","Reserpine is an oral antihypertensive medication that acts through inhibitor of alpha-adrenergic transmission and was one of the first antihypertensive agents introduced into clinical practice. Despite widescale use for many years, reserpine has not been shown to cause clinically apparent liver injury.","2770","Total mortality","Total mortality (aggregation of MO24 + MORT)","http://purl.obolibrary.org/obo/UBERON_0000071","Poor"
2772,"None","NULL","NULL","0.0","64.0","0.06315","108-46-3","DTXSID2021238","Resorcinol","GHMLBKRAJCXXBS-UHFFFAOYSA-N","OC1=CC(O)=CC=C1","C6H6O2","110.11199999999999","279",NA,"Unclassified","Resorcinol is a very white crystalline solid that becomes pink on exposure to light if not completely pure. Burns although ignition is difficult. Density approximately 1.28 g / cm3. Irritating to skin and eyes. Toxic by skin absorption. Used to make plastics and pharmaceuticals.","2772","Any effect","Any abnormality or death within 5 days (combination of all measurements at 24hr and 5 days)",NA,"Poor"
2772,"None","NULL","NULL","0.0","64.0","0.020623878205128204","108-46-3","DTXSID2021238","Resorcinol","GHMLBKRAJCXXBS-UHFFFAOYSA-N","OC1=CC(O)=CC=C1","C6H6O2","110.11199999999999","279",NA,"Unclassified","Resorcinol is a very white crystalline solid that becomes pink on exposure to light if not completely pure. Burns although ignition is difficult. Density approximately 1.28 g / cm3. Irritating to skin and eyes. Toxic by skin absorption. Used to make plastics and pharmaceuticals.","2772","Axis","The body axis is visibly curved, either concave or convex at 5 days","http://purl.obolibrary.org/obo/ZP_0005012","Poor"
2772,"None","NULL","NULL","0.0","64.0","0.07412990944240944","108-46-3","DTXSID2021238","Resorcinol","GHMLBKRAJCXXBS-UHFFFAOYSA-N","OC1=CC(O)=CC=C1","C6H6O2","110.11199999999999","279",NA,"Unclassified","Resorcinol is a very white crystalline solid that becomes pink on exposure to light if not completely pure. Burns although ignition is difficult. Density approximately 1.28 g / cm3. Irritating to skin and eyes. Toxic by skin absorption. Used to make plastics and pharmaceuticals.","2772","Any effect except mortality","Any morphological abnormality not including mortality (ANY120 minus MO24 and MORT)",NA,"Poor"
2772,"None","NULL","NULL","0.0","64.0","0.002089095596432553","108-46-3","DTXSID2021238","Resorcinol","GHMLBKRAJCXXBS-UHFFFAOYSA-N","OC1=CC(O)=CC=C1","C6H6O2","110.11199999999999","279",NA,"Unclassified","Resorcinol is a very white crystalline solid that becomes pink on exposure to light if not completely pure. Burns although ignition is difficult. Density approximately 1.28 g / cm3. Irritating to skin and eyes. Toxic by skin absorption. Used to make plastics and pharmaceuticals.","2772","Brain","Brain region abnormal in appearance based on color or size at 5 days","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625","Poor"
2772,"None","NULL","NULL","0.0","64.0","0.0021104096989966554","108-46-3","DTXSID2021238","Resorcinol","GHMLBKRAJCXXBS-UHFFFAOYSA-N","OC1=CC(O)=CC=C1","C6H6O2","110.11199999999999","279",NA,"Unclassified","Resorcinol is a very white crystalline solid that becomes pink on exposure to light if not completely pure. Burns although ignition is difficult. Density approximately 1.28 g / cm3. Irritating to skin and eyes. Toxic by skin absorption. Used to make plastics and pharmaceuticals.","2772","Craniofacial","Periocular edema, abnormally small or missing eye(s), misshapen snout and protruding jaw form a highly correlated suite of malformations simplified to ‘craniofacial defects. at 5 days","http://purl.obolibrary.org/obo/ZP_0000943 | http://purl.obolibrary.org/obo/ZP_0014550 | http://purl.obolibrary.org/obo/ZP_0007203","Poor"
2772,"None","NULL","NULL","0.0","64.0","0.04069887123745819","108-46-3","DTXSID2021238","Resorcinol","GHMLBKRAJCXXBS-UHFFFAOYSA-N","OC1=CC(O)=CC=C1","C6H6O2","110.11199999999999","279",NA,"Unclassified","Resorcinol is a very white crystalline solid that becomes pink on exposure to light if not completely pure. Burns although ignition is difficult. Density approximately 1.28 g / cm3. Irritating to skin and eyes. Toxic by skin absorption. Used to make plastics and pharmaceuticals.","2772","Edema","Distended clear region around the heart and/or yolk sac or top of the head with a lumpy appearance of swollen tissueat 5 days","http://purl.obolibrary.org/obo/ZP_0002060 |","Poor"
2772,"None","NULL","NULL","0.0","64.0","0.183434375","108-46-3","DTXSID2021238","Resorcinol","GHMLBKRAJCXXBS-UHFFFAOYSA-N","OC1=CC(O)=CC=C1","C6H6O2","110.11199999999999","279",NA,"Unclassified","Resorcinol is a very white crystalline solid that becomes pink on exposure to light if not completely pure. Burns although ignition is difficult. Density approximately 1.28 g / cm3. Irritating to skin and eyes. Toxic by skin absorption. Used to make plastics and pharmaceuticals.","2772","Mortality at 24 hours","Death occurred from shortly after chemical dosing to 24 hpf","http://purl.obolibrary.org/obo/UBERON_0000071","Poor"
2772,"None","NULL","NULL","0.0","64.0","0.2300140625","108-46-3","DTXSID2021238","Resorcinol","GHMLBKRAJCXXBS-UHFFFAOYSA-N","OC1=CC(O)=CC=C1","C6H6O2","110.11199999999999","279",NA,"Unclassified","Resorcinol is a very white crystalline solid that becomes pink on exposure to light if not completely pure. Burns although ignition is difficult. Density approximately 1.28 g / cm3. Irritating to skin and eyes. Toxic by skin absorption. Used to make plastics and pharmaceuticals.","2772","Total mortality","Total mortality (aggregation of MO24 + MORT)","http://purl.obolibrary.org/obo/UBERON_0000071","Poor"
2774,"None","NULL","NULL","0.0","11.2","0.0","483-65-8",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"PAH_Alkylated",NA,"2774","Lower Trunk","Shorter than normal body from the posterior of the yolk sac to the caudal fin, abnormal caudal fin at 5 days","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","Poor"
2813,"None","NULL","NULL","0.0","1.0","0.027641584440227705","83-79-4",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"Insecticide",NA,"2813","Any effect except mortality","Any morphological abnormality not including mortality (ANY120 minus MO24 and MORT)",NA,"Poor"
2827,"None","NULL","NULL","0.0","64.0","0.1228484375","94-59-7","DTXSID0021254","Safrole","ZMQAAUBTXCXRIC-UHFFFAOYSA-N","C=CCC1=CC=C2OCOC2=C1","C10H10O2","162.18799999999999","124",NA,"Unclassified","5-(Prop-2-en-1-yl)-2H-1,3-benzodioxole, also known as Safrole, is a member of the class of benzodioxoles. It is found in several plants, including black pepper, cinnamon and nutmeg, and is present in several essential oils, notably that of sassafras. It has insecticidal properties and has been used as a topical antiseptic. Although not thought to pose a significant carcinogenic risk to humans, findings of weak carcinogenicity in rats have resulted in the banning of its (previously widespread) use in perfumes, soaps, and as a food additive. It has a role as a plant metabolite, a flavouring agent, an insecticide and a metabolite.","2827","Any effect in 24 hours","Any abnormality or death at 24hrs (aggregation of MO24, DP24, SM24 and NC24)",NA,"Poor"
2827,"None","NULL","NULL","0.0","64.0","0.247721875","94-59-7","DTXSID0021254","Safrole","ZMQAAUBTXCXRIC-UHFFFAOYSA-N","C=CCC1=CC=C2OCOC2=C1","C10H10O2","162.18799999999999","124",NA,"Unclassified","5-(Prop-2-en-1-yl)-2H-1,3-benzodioxole, also known as Safrole, is a member of the class of benzodioxoles. It is found in several plants, including black pepper, cinnamon and nutmeg, and is present in several essential oils, notably that of sassafras. It has insecticidal properties and has been used as a topical antiseptic. Although not thought to pose a significant carcinogenic risk to humans, findings of weak carcinogenicity in rats have resulted in the banning of its (previously widespread) use in perfumes, soaps, and as a food additive. It has a role as a plant metabolite, a flavouring agent, an insecticide and a metabolite.","2827","Any effect","Any abnormality or death within 5 days (combination of all measurements at 24hr and 5 days)",NA,"Poor"
2827,"None","NULL","NULL","0.0","64.0","0.03387167677150436","94-59-7","DTXSID0021254","Safrole","ZMQAAUBTXCXRIC-UHFFFAOYSA-N","C=CCC1=CC=C2OCOC2=C1","C10H10O2","162.18799999999999","124",NA,"Unclassified","5-(Prop-2-en-1-yl)-2H-1,3-benzodioxole, also known as Safrole, is a member of the class of benzodioxoles. It is found in several plants, including black pepper, cinnamon and nutmeg, and is present in several essential oils, notably that of sassafras. It has insecticidal properties and has been used as a topical antiseptic. Although not thought to pose a significant carcinogenic risk to humans, findings of weak carcinogenicity in rats have resulted in the banning of its (previously widespread) use in perfumes, soaps, and as a food additive. It has a role as a plant metabolite, a flavouring agent, an insecticide and a metabolite.","2827","Axis","The body axis is visibly curved, either concave or convex at 5 days","http://purl.obolibrary.org/obo/ZP_0005012","Poor"
2827,"None","NULL","NULL","0.0","64.0","0.06737241379310345","94-59-7","DTXSID0021254","Safrole","ZMQAAUBTXCXRIC-UHFFFAOYSA-N","C=CCC1=CC=C2OCOC2=C1","C10H10O2","162.18799999999999","124",NA,"Unclassified","5-(Prop-2-en-1-yl)-2H-1,3-benzodioxole, also known as Safrole, is a member of the class of benzodioxoles. It is found in several plants, including black pepper, cinnamon and nutmeg, and is present in several essential oils, notably that of sassafras. It has insecticidal properties and has been used as a topical antiseptic. Although not thought to pose a significant carcinogenic risk to humans, findings of weak carcinogenicity in rats have resulted in the banning of its (previously widespread) use in perfumes, soaps, and as a food additive. It has a role as a plant metabolite, a flavouring agent, an insecticide and a metabolite.","2827","Any effect except mortality","Any morphological abnormality not including mortality (ANY120 minus MO24 and MORT)",NA,"Poor"
2827,"None","NULL","NULL","0.0","64.0","0.001728819628647215","94-59-7","DTXSID0021254","Safrole","ZMQAAUBTXCXRIC-UHFFFAOYSA-N","C=CCC1=CC=C2OCOC2=C1","C10H10O2","162.18799999999999","124",NA,"Unclassified","5-(Prop-2-en-1-yl)-2H-1,3-benzodioxole, also known as Safrole, is a member of the class of benzodioxoles. It is found in several plants, including black pepper, cinnamon and nutmeg, and is present in several essential oils, notably that of sassafras. It has insecticidal properties and has been used as a topical antiseptic. Although not thought to pose a significant carcinogenic risk to humans, findings of weak carcinogenicity in rats have resulted in the banning of its (previously widespread) use in perfumes, soaps, and as a food additive. It has a role as a plant metabolite, a flavouring agent, an insecticide and a metabolite.","2827","Brain","Brain region abnormal in appearance based on color or size at 5 days","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625","Poor"
2827,"None","NULL","NULL","0.0","64.0","0.03387167677150436","94-59-7","DTXSID0021254","Safrole","ZMQAAUBTXCXRIC-UHFFFAOYSA-N","C=CCC1=CC=C2OCOC2=C1","C10H10O2","162.18799999999999","124",NA,"Unclassified","5-(Prop-2-en-1-yl)-2H-1,3-benzodioxole, also known as Safrole, is a member of the class of benzodioxoles. It is found in several plants, including black pepper, cinnamon and nutmeg, and is present in several essential oils, notably that of sassafras. It has insecticidal properties and has been used as a topical antiseptic. Although not thought to pose a significant carcinogenic risk to humans, findings of weak carcinogenicity in rats have resulted in the banning of its (previously widespread) use in perfumes, soaps, and as a food additive. It has a role as a plant metabolite, a flavouring agent, an insecticide and a metabolite.","2827","Craniofacial","Periocular edema, abnormally small or missing eye(s), misshapen snout and protruding jaw form a highly correlated suite of malformations simplified to ‘craniofacial defects. at 5 days","http://purl.obolibrary.org/obo/ZP_0000943 | http://purl.obolibrary.org/obo/ZP_0014550 | http://purl.obolibrary.org/obo/ZP_0007203","Poor"
2827,"None","NULL","NULL","0.0","64.0","0.033891676771504356","94-59-7","DTXSID0021254","Safrole","ZMQAAUBTXCXRIC-UHFFFAOYSA-N","C=CCC1=CC=C2OCOC2=C1","C10H10O2","162.18799999999999","124",NA,"Unclassified","5-(Prop-2-en-1-yl)-2H-1,3-benzodioxole, also known as Safrole, is a member of the class of benzodioxoles. It is found in several plants, including black pepper, cinnamon and nutmeg, and is present in several essential oils, notably that of sassafras. It has insecticidal properties and has been used as a topical antiseptic. Although not thought to pose a significant carcinogenic risk to humans, findings of weak carcinogenicity in rats have resulted in the banning of its (previously widespread) use in perfumes, soaps, and as a food additive. It has a role as a plant metabolite, a flavouring agent, an insecticide and a metabolite.","2827","Edema","Distended clear region around the heart and/or yolk sac or top of the head with a lumpy appearance of swollen tissueat 5 days","http://purl.obolibrary.org/obo/ZP_0002060 |","Poor"
2827,"None","NULL","NULL","0.0","64.0","2e-05","94-59-7","DTXSID0021254","Safrole","ZMQAAUBTXCXRIC-UHFFFAOYSA-N","C=CCC1=CC=C2OCOC2=C1","C10H10O2","162.18799999999999","124",NA,"Unclassified","5-(Prop-2-en-1-yl)-2H-1,3-benzodioxole, also known as Safrole, is a member of the class of benzodioxoles. It is found in several plants, including black pepper, cinnamon and nutmeg, and is present in several essential oils, notably that of sassafras. It has insecticidal properties and has been used as a topical antiseptic. Although not thought to pose a significant carcinogenic risk to humans, findings of weak carcinogenicity in rats have resulted in the banning of its (previously widespread) use in perfumes, soaps, and as a food additive. It has a role as a plant metabolite, a flavouring agent, an insecticide and a metabolite.","2827","Lower Trunk","Shorter than normal body from the posterior of the yolk sac to the caudal fin, abnormal caudal fin at 5 days","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","Poor"
2827,"None","NULL","NULL","0.0","64.0","0.21647031249999998","94-59-7","DTXSID0021254","Safrole","ZMQAAUBTXCXRIC-UHFFFAOYSA-N","C=CCC1=CC=C2OCOC2=C1","C10H10O2","162.18799999999999","124",NA,"Unclassified","5-(Prop-2-en-1-yl)-2H-1,3-benzodioxole, also known as Safrole, is a member of the class of benzodioxoles. It is found in several plants, including black pepper, cinnamon and nutmeg, and is present in several essential oils, notably that of sassafras. It has insecticidal properties and has been used as a topical antiseptic. Although not thought to pose a significant carcinogenic risk to humans, findings of weak carcinogenicity in rats have resulted in the banning of its (previously widespread) use in perfumes, soaps, and as a food additive. It has a role as a plant metabolite, a flavouring agent, an insecticide and a metabolite.","2827","Total mortality","Total mortality (aggregation of MO24 + MORT)","http://purl.obolibrary.org/obo/UBERON_0000071","Poor"
2849,"None","NULL","NULL","0.0","64.0","0.015984375000000002","122-34-9",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"Herbicide",NA,"2849","Any effect in 24 hours","Any abnormality or death at 24hrs (aggregation of MO24, DP24, SM24 and NC24)",NA,"Poor"
2849,"None","NULL","NULL","0.0","64.0","0.0736734375","122-34-9",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"Herbicide",NA,"2849","Any effect","Any abnormality or death within 5 days (combination of all measurements at 24hr and 5 days)",NA,"Poor"
2849,"None","NULL","NULL","0.0","64.0","0.0","122-34-9",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"Herbicide",NA,"2849","Axis","The body axis is visibly curved, either concave or convex at 5 days","http://purl.obolibrary.org/obo/ZP_0005012","Poor"
2849,"None","NULL","NULL","0.0","64.0","0.05919572256210604","122-34-9",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"Herbicide",NA,"2849","Any effect except mortality","Any morphological abnormality not including mortality (ANY120 minus MO24 and MORT)",NA,"Poor"
2849,"None","NULL","NULL","0.0","64.0","0.0","122-34-9",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"Herbicide",NA,"2849","Brain","Brain region abnormal in appearance based on color or size at 5 days","http://purl.obolibrary.org/obo/ZP_0001601 | http://purl.obolibrary.org/obo/ZP_0000100 | http://purl.obolibrary.org/obo/ZP_0008625","Poor"
2849,"None","NULL","NULL","0.0","64.0","0.0","122-34-9",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"Herbicide",NA,"2849","Craniofacial","Periocular edema, abnormally small or missing eye(s), misshapen snout and protruding jaw form a highly correlated suite of malformations simplified to ‘craniofacial defects. at 5 days","http://purl.obolibrary.org/obo/ZP_0000943 | http://purl.obolibrary.org/obo/ZP_0014550 | http://purl.obolibrary.org/obo/ZP_0007203","Poor"
2849,"None","NULL","NULL","0.0","64.0","1.6666666666666667e-06","122-34-9",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"Herbicide",NA,"2849","Edema","Distended clear region around the heart and/or yolk sac or top of the head with a lumpy appearance of swollen tissueat 5 days","http://purl.obolibrary.org/obo/ZP_0002060 |","Poor"
2849,"None","NULL","NULL","0.0","64.0","0.0","122-34-9",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"Herbicide",NA,"2849","Lower Trunk","Shorter than normal body from the posterior of the yolk sac to the caudal fin, abnormal caudal fin at 5 days","http://purl.obolibrary.org/obo/ZP_0003437 | http://purl.obolibrary.org/obo/ZP_0010405","Poor"
2849,"None","NULL","NULL","0.0","64.0","0.0158140625","122-34-9",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"Herbicide",NA,"2849","Mortality at 24 hours","Death occurred from shortly after chemical dosing to 24 hpf","http://purl.obolibrary.org/obo/UBERON_0000071","Poor"
2849,"None","NULL","NULL","0.0","64.0","0.016","122-34-9",NA,"Chemical name unknown",NA,NA,NA,NA,NA,NA,"Herbicide",NA,"2849","Total mortality","Total mortality (aggregation of MO24 + MORT)","http://purl.obolibrary.org/obo/UBERON_0000071","Poor"
2877,"None","NULL","NULL","0.0","64.0","0.1282734375","532-32-1","DTXSID1020140","Sodium benzoate","WXMKPNITSTVMEF-UHFFFAOYSA-M","[Na+].[O-]C(=O)C1=CC=CC=C1","C7H5NaO2","144.10499999999999","142",NA,"Unclassified","Sodium benzoate is an organic sodium salt resulting from the replacement of the proton from the carboxy group of benzoic acid by a sodium ion. It has a role as an antimicrobial food preservative, a drug allergen, an EC 1.13.11.33 (arachidonate 15-lipoxygenase) inhibitor, an EC 3.1.1.3 (triacylglycerol lipase) inhibitor, an algal metabolite, a human xenobiotic metabolite and a plant metabolite. It contains a benzoate.","2877","Any effect in 24 hours","Any abnormality or death at 24hrs (aggregation of MO24, DP24, SM24 and NC24)",NA,"Poor"
2877,"None","NULL","NULL","0.0","64.0","0.2908015625","532-32-1","DTXSID1020140","Sodium benzoate","WXMKPNITSTVMEF-UHFFFAOYSA-M","[Na+].[O-]C(=O)C1=CC=CC=C1","C7H5NaO2","144.10499999999999","142",NA,"Unclassified","Sodium benzoate is an organic sodium salt resulting from the replacement of the proton from the carboxy group of benzoic acid by a sodium ion. It has a role as an antimicrobial food preservative, a drug allergen, an EC 1.13.11.33 (arachidonate 15-lipoxygenase) inhibitor, an EC 3.1.1.3 (triacylglycerol lipase) inhibitor, an algal metabolite, a human xenobiotic metabolite and a plant metabolite. It contains a benzoate.","2877","Any effect","Any abnormality or death within 5 days (combination of all measurements at 24hr and 5 days)",NA,"Poor"
2877,"None","NULL","NULL","0.0","64.0","0.0752421875","532-32-1","DTXSID1020140","Sodium benzoate","WXMKPNITSTVMEF-UHFFFAOYSA-M","[Na+].[O-]C(=O)C1=CC=CC=C1","C7H5NaO2","144.10499999999999","142",NA,"Unclassified","Sodium benzoate is an organic sodium salt resulting from the replacement of the proton from the carboxy group of benzoic acid by a sodium ion. It has a role as an antimicrobial food preservative, a drug allergen, an EC 1.13.11.33 (arachidonate 15-lipoxygenase) inhibitor, an EC 3.1.1.3 (triacylglycerol lipase) inhibitor, an algal metabolite, a human xenobiotic metabolite and a plant metabolite. It contains a benzoate.","2877","Mortality at 24 hours","Death occurred from shortly after chemical dosing to 24 hpf","http://purl.obolibrary.org/obo/UBERON_0000071","Poor"
2877,"None","NULL","NULL","0.0","64.0","0.24564531250000002","532-32-1","DTXSID1020140","Sodium benzoate","WXMKPNITSTVMEF-UHFFFAOYSA-M","[Na+].[O-]C(=O)C1=CC=CC=C1","C7H5NaO2","144.10499999999999","142",NA,"Unclassified","Sodium benzoate is an organic sodium salt resulting from the replacement of the proton from the carboxy group of benzoic acid by a sodium ion. It has a role as an antimicrobial food preservative, a drug allergen, an EC 1.13.11.33 (arachidonate 15-lipoxygenase) inhibitor, an EC 3.1.1.3 (triacylglycerol lipase) inhibitor, an algal metabolite, a human xenobiotic metabolite and a plant metabolite. It contains a benzoate.","2877","Total mortality","Total mortality (aggregation of MO24 + MORT)","http://purl.obolibrary.org/obo/UBERON_0000071","Poor"
2886,"None","NULL","NULL","0.0","64.0","0.036152413793103445","7632-00-0","DTXSID0020941","Sodium nitrite","LPXPTNMVRIOKMN-UHFFFAOYSA-M","[Na+].[O-]N=O","NNaO2","68.995000000000005","144",NA,"Unclassified","Sodium nitrite appears as a yellowish white crystalline solid. Noncombustible but will accelerate the burning of combustible material. If large quantities are involved in a fire or if the combustible material is finely divided, an explosion may result. If contaminated by ammonium compounds, spontaneous decomposition can occur and the resulting heat may ignite surrounding combustible material. Prolonged exposure heat may result in an explosion. Toxic oxides of nitrogen are produced in fires involving this material. Used as a food preservative, and to make other chemicals.","2886","Any effect except mortality","Any morphological abnormality not including mortality (ANY120 minus MO24 and MORT)",NA,"Poor"
2886,"None","NULL","NULL","0.0","64.0","0.020172541507024265","7632-00-0","DTXSID0020941","Sodium nitrite","LPXPTNMVRIOKMN-UHFFFAOYSA-M","[Na+].[O-]N=O","NNaO2","68.995000000000005","144",NA,"Unclassified","Sodium nitrite appears as a yellowish white crystalline solid. Noncombustible but will accelerate the burning of combustible material. If large quantities are involved in a fire or if the combustible material is finely divided, an explosion may result. If contaminated by ammonium compounds, spontaneous decomposition can occur and the resulting heat may ignite surrounding combustible material. Prolonged exposure heat may result in an explosion. Toxic oxides of nitrogen are produced in fires involving this material. Used as a food preservative, and to make other chemicals.","2886","Edema","Distended clear region around the heart and/or yolk sac or top of the head with a lumpy appearance of swollen tissueat 5 days","http://purl.obolibrary.org/obo/ZP_0002060 |","Poor"
2893,"None","NULL","NULL","0.0","64.0","0.0657515625","110-44-1","DTXSID3021277","2E,4E-Hexadienoic acid","WSWCOQWTEOXDQX-MQQKCMAXSA-N","C\C=C\C=C\C(O)=O","C6H8O2","112.128","150",NA,"Unclassified","Sorbic acid, or 2,4-hexadienoic acid, is a natural organic compound used as a food preservative. It is a hexadienoic acid, a polyunsaturated fatty acid, a medium-chain fatty acid and an alpha,beta-unsaturated monocarboxylic acid. It is a conjugate acid of a sorbate.","2893","Any effect in 24 hours","Any abnormality or death at 24hrs (aggregation of MO24, DP24, SM24 and NC24)",NA,"Poor"
2893,"None","NULL","NULL","0.0","64.0","0.1701796875","110-44-1","DTXSID3021277","2E,4E-Hexadienoic acid","WSWCOQWTEOXDQX-MQQKCMAXSA-N","C\C=C\C=C\C(O)=O","C6H8O2","112.128","150",NA,"Unclassified","Sorbic acid, or 2,4-hexadienoic acid, is a natural organic compound used as a food preservative. It is a hexadienoic acid, a polyunsaturated fatty acid, a medium-chain fatty acid and an alpha,beta-unsaturated monocarboxylic acid. It is a conjugate acid of a sorbate.","2893","Any effect","Any abnormality or death within 5 days (combination of all measurements at 24hr and 5 days)",NA,"Poor"
2893,"None","NULL","NULL","0.0","64.0","2.0000000000000003e-06","110-44-1","DTXSID3021277","2E,4E-Hexadienoic acid","WSWCOQWTEOXDQX-MQQKCMAXSA-N","C\C=C\C=C\C(O)=O","C6H8O2","112.128","150",NA,"Unclassified","Sorbic acid, or 2,4-hexadienoic acid, is a natural organic compound used as a food preservative. It is a hexadienoic acid, a polyunsaturated fatty acid, a medium-chain fatty acid and an alpha,beta-unsaturated monocarboxylic acid. It is a conjugate acid of a sorbate.","2893","Axis","The body axis is visibly curved, either concave or convex at 5 days","http://purl.obolibrary.org/obo/ZP_0005012","Poor"
2893,"None","NULL","NULL","0.0","64.0","0.061171247682610314","110-44-1","DTXSID3021277","2E,4E-Hexadienoic acid","WSWCOQWTEOXDQX-MQQKCMAXSA-N","C\C=C\C=C\C(O)=O","C6H8O2","112.128","150",NA,"Unclassified","Sorbic acid, or 2,4-hexadienoic acid, is a natural organic compound used as a food preservative. It is a hexadienoic acid, a polyunsaturated fatty acid, a medium-chain fatty acid and an alpha,beta-unsaturated monocarboxylic acid. It is a conjugate acid of a sorbate.","2893","Any effect except mortality","Any morphological abnormality not including mortality (ANY120 minus MO24 and MORT)",NA,"Poor"
